Complexity metrics,sexta, 7 nov. 2025 19:17:00 WET
Method,CogC,ev(G),iv(G),v(G)
mindustry.game.EventType.PlayerConnect.PlayerConnect(Player),0,1,1,1
mindustry.game.EventType.PlayerConnectionConfirmed.PlayerConnectionConfirmed(Player),0,1,1,1
mindustry.game.EventType.PlayerIpBanEvent.PlayerIpBanEvent(String),0,1,1,1
mindustry.game.EventType.PlayerIpUnbanEvent.PlayerIpUnbanEvent(String),0,1,1,1
mindustry.game.EventType.PlayerJoin.PlayerJoin(Player),0,1,1,1
mindustry.game.EventType.PlayerLeave.PlayerLeave(Player),0,1,1,1
"mindustry.game.EventType.PlayerUnbanEvent.PlayerUnbanEvent(Player, String)",0,1,1,1
mindustry.game.EventType.ResearchEvent.ResearchEvent(UnlockableContent),0,1,1,1
mindustry.game.EventType.SaveLoadEvent.SaveLoadEvent(boolean),0,1,1,1
mindustry.game.EventType.SchematicCreateEvent.SchematicCreateEvent(Schematic),0,1,1,1
"mindustry.game.EventType.SectorCaptureEvent.SectorCaptureEvent(Sector, boolean)",0,1,1,1
mindustry.game.EventType.SectorInvasionEvent.SectorInvasionEvent(Sector),0,1,1,1
mindustry.game.EventType.SectorLaunchEvent.SectorLaunchEvent(Sector),0,1,1,1
"mindustry.game.EventType.SectorLaunchLoadoutEvent.SectorLaunchLoadoutEvent(Sector, Sector, Schematic)",0,1,1,1
mindustry.game.EventType.SectorLoseEvent.SectorLoseEvent(Sector),0,1,1,1
"mindustry.game.EventType.StateChangeEvent.StateChangeEvent(State, State)",0,1,1,1
"mindustry.game.EventType.TapEvent.TapEvent(Player, Tile)",0,1,1,1
"mindustry.game.EventType.TextInputEvent.TextInputEvent(Player, int, String)",0,1,1,1
mindustry.game.EventType.TileChangeEvent.set(Tile),0,1,1,1
"mindustry.game.EventType.TileFloorChangeEvent.set(Tile, Floor, Floor)",0,1,1,1
"mindustry.game.EventType.TileOverlayChangeEvent.set(Tile, Floor, Floor)",0,1,1,1
mindustry.game.EventType.TilePreChangeEvent.set(Tile),0,1,1,1
mindustry.game.EventType.UnitBulletDestroyEvent.UnitBulletDestroyEvent(),0,1,1,1
"mindustry.game.EventType.UnitBulletDestroyEvent.UnitBulletDestroyEvent(Unit, Bullet)",0,1,1,1
"mindustry.game.EventType.UnitChangeEvent.UnitChangeEvent(Player, Unit)",0,1,1,1
"mindustry.game.EventType.UnitControlEvent.UnitControlEvent(Player, Unit)",0,1,1,1
"mindustry.game.EventType.UnitCreateEvent.UnitCreateEvent(Unit, Building)",0,1,1,1
"mindustry.game.EventType.UnitCreateEvent.UnitCreateEvent(Unit, Building, Unit)",0,1,1,1
"mindustry.game.EventType.UnitDamageEvent.set(Unit, Bullet)",0,1,1,1
mindustry.game.EventType.UnitDestroyEvent.UnitDestroyEvent(Unit),0,1,1,1
mindustry.game.EventType.UnitDrownEvent.UnitDrownEvent(Unit),0,1,1,1
mindustry.game.EventType.UnitSpawnEvent.UnitSpawnEvent(Unit),0,1,1,1
mindustry.game.EventType.UnitUnloadEvent.UnitUnloadEvent(Unit),0,1,1,1
mindustry.game.EventType.UnlockEvent.UnlockEvent(UnlockableContent),0,1,1,1
"mindustry.game.EventType.WithdrawEvent.WithdrawEvent(Building, Player, Item, int)",0,1,1,1
mindustry.game.FogControl.DynamicFogThread.DynamicFogThread(),0,1,1,1
mindustry.game.FogControl.DynamicFogThread.run(),5,2,3,4
mindustry.game.FogControl.FogControl(),21,1,12,17
mindustry.game.FogControl.FogData.FogData(),0,1,1,1
mindustry.game.FogControl.StaticFogThread.StaticFogThread(),0,1,1,1
mindustry.game.FogControl.StaticFogThread.run(),5,2,2,4
"mindustry.game.FogControl.circle(Bits, int, int, int)",3,1,2,3
mindustry.game.FogControl.data(Team),2,1,1,3
"mindustry.game.FogControl.forceUpdate(Team, Building)",4,1,3,4
mindustry.game.FogControl.getDiscovered(Team),2,1,1,3
"mindustry.game.FogControl.hline(Bits, int, int, int)",7,4,1,8
"mindustry.game.FogControl.isDiscovered(Team, int, int)",5,4,4,10
"mindustry.game.FogControl.isVisible(Team, float, float)",0,1,1,1
"mindustry.game.FogControl.isVisibleTile(Team, int, int)",3,3,3,5
"mindustry.game.FogControl.pushEvent(long, boolean)",3,2,4,5
mindustry.game.FogControl.pushStaticBlocks(boolean),7,1,3,5
mindustry.game.FogControl.read(DataInput),8,1,4,5
mindustry.game.FogControl.resetFog(),0,1,1,1
mindustry.game.FogControl.shouldWrite(),1,1,1,3
mindustry.game.FogControl.stop(),2,1,3,3
mindustry.game.FogControl.update(),42,5,18,25
mindustry.game.FogControl.updateDynamic(Bits),11,3,5,7
mindustry.game.FogControl.updateStatic(),3,1,3,3
mindustry.game.FogControl.write(DataOutput),23,6,5,10
mindustry.game.Gamemode.Gamemode(Cons<Rules>),0,1,1,1
"mindustry.game.Gamemode.Gamemode(Cons<Rules>, Boolf<Map>)",0,1,1,1
"mindustry.game.Gamemode.Gamemode(boolean, Cons<Rules>)",0,1,1,1
"mindustry.game.Gamemode.Gamemode(boolean, Cons<Rules>, Boolf<Map>)",0,1,1,1
mindustry.game.Gamemode.apply(Rules),0,1,1,1
mindustry.game.Gamemode.description(),0,1,1,1
mindustry.game.Gamemode.toString(),0,1,1,1
mindustry.game.Gamemode.valid(Map),0,1,1,1
"mindustry.game.MapMarkers.add(int, ObjectiveMarker)",3,2,2,3
mindustry.game.MapMarkers.get(int),0,1,1,1
mindustry.game.MapMarkers.has(int),0,1,1,1
mindustry.game.MapMarkers.iterator(),0,1,1,1
mindustry.game.MapMarkers.read(DataInput),1,1,2,2
mindustry.game.MapMarkers.remove(int),4,1,3,3
mindustry.game.MapMarkers.size(),0,1,1,1
mindustry.game.MapMarkers.write(DataOutput),0,1,1,1
mindustry.game.MapObjectives.BuildCountObjective.BuildCountObjective(),0,1,1,1
"mindustry.game.MapObjectives.BuildCountObjective.BuildCountObjective(Block, int)",0,1,1,1
mindustry.game.MapObjectives.BuildCountObjective.text(),0,1,1,1
mindustry.game.MapObjectives.BuildCountObjective.update(),0,1,1,1
mindustry.game.MapObjectives.BuildCountObjective.validate(),1,1,1,2
mindustry.game.MapObjectives.CommandModeObjective.text(),0,1,1,1
mindustry.game.MapObjectives.CommandModeObjective.update(),2,1,3,3
mindustry.game.MapObjectives.CoreItemObjective.CoreItemObjective(),0,1,1,1
"mindustry.game.MapObjectives.CoreItemObjective.CoreItemObjective(Item, int)",0,1,1,1
mindustry.game.MapObjectives.CoreItemObjective.text(),0,1,1,1
mindustry.game.MapObjectives.CoreItemObjective.update(),0,1,1,1
mindustry.game.MapObjectives.CoreItemObjective.validate(),1,1,1,2
mindustry.game.MapObjectives.DestroyBlockObjective.DestroyBlockObjective(),0,1,1,1
"mindustry.game.MapObjectives.DestroyBlockObjective.DestroyBlockObjective(Block, int, int, Team)",0,1,1,1
mindustry.game.MapObjectives.DestroyBlockObjective.text(),0,1,1,1
mindustry.game.MapObjectives.DestroyBlockObjective.update(),1,1,1,3
mindustry.game.MapObjectives.DestroyBlockObjective.validate(),1,1,1,2
mindustry.game.MapObjectives.DestroyBlocksObjective.DestroyBlocksObjective(),0,1,1,1
"mindustry.game.MapObjectives.DestroyBlocksObjective.DestroyBlocksObjective(Block, Team, Point2...)",0,1,1,1
mindustry.game.MapObjectives.DestroyBlocksObjective.progress(),4,1,2,5
mindustry.game.MapObjectives.DestroyBlocksObjective.text(),0,1,1,1
mindustry.game.MapObjectives.DestroyBlocksObjective.update(),0,1,1,1
mindustry.game.MapObjectives.DestroyBlocksObjective.validate(),1,1,1,2
mindustry.game.MapObjectives.DestroyCoreObjective.text(),0,1,1,1
mindustry.game.MapObjectives.DestroyCoreObjective.update(),0,1,1,1
mindustry.game.MapObjectives.DestroyUnitsObjective.DestroyUnitsObjective(),0,1,1,1
mindustry.game.MapObjectives.DestroyUnitsObjective.DestroyUnitsObjective(int),0,1,1,1
mindustry.game.MapObjectives.DestroyUnitsObjective.text(),0,1,1,1
mindustry.game.MapObjectives.DestroyUnitsObjective.update(),0,1,1,1
mindustry.game.MapObjectives.FlagObjective.FlagObjective(),0,1,1,1
"mindustry.game.MapObjectives.FlagObjective.FlagObjective(String, String)",0,1,1,1
mindustry.game.MapObjectives.FlagObjective.text(),5,4,3,4
mindustry.game.MapObjectives.FlagObjective.update(),0,1,1,1
mindustry.game.MapObjectives.ItemObjective.ItemObjective(),0,1,1,1
"mindustry.game.MapObjectives.ItemObjective.ItemObjective(Item, int)",0,1,1,1
mindustry.game.MapObjectives.ItemObjective.text(),0,1,1,1
mindustry.game.MapObjectives.ItemObjective.update(),0,1,1,1
mindustry.game.MapObjectives.ItemObjective.validate(),1,1,1,2
mindustry.game.MapObjectives.LineMarker.LineMarker(),0,1,1,1
"mindustry.game.MapObjectives.LineMarker.LineMarker(float, float, float, float)",0,1,1,1
"mindustry.game.MapObjectives.LineMarker.LineMarker(float, float, float, float, float)",0,1,1,1
"mindustry.game.MapObjectives.LineMarker.control(LMarkerControl, double, double, double)",35,1,8,21
mindustry.game.MapObjectives.LineMarker.draw(float),1,1,2,2
mindustry.game.MapObjectives.MapObjective.child(MapObjective),0,1,1,1
mindustry.game.MapObjectives.MapObjective.dependencyFinished(),4,4,2,4
mindustry.game.MapObjectives.MapObjective.details(),0,1,1,1
mindustry.game.MapObjectives.MapObjective.details(String),0,1,1,1
mindustry.game.MapObjectives.MapObjective.done(),0,1,1,1
mindustry.game.MapObjectives.MapObjective.flagsAdded(String...),0,1,1,1
mindustry.game.MapObjectives.MapObjective.flagsRemoved(String...),0,1,1,1
mindustry.game.MapObjectives.MapObjective.isCompleted(),0,1,1,1
mindustry.game.MapObjectives.MapObjective.markers(ObjectiveMarker...),0,1,1,1
mindustry.game.MapObjectives.MapObjective.parent(MapObjective),0,1,1,1
mindustry.game.MapObjectives.MapObjective.qualified(),1,1,2,2
mindustry.game.MapObjectives.MapObjective.reset(),0,1,1,1
mindustry.game.MapObjectives.MapObjective.text(),0,1,1,1
mindustry.game.MapObjectives.MapObjective.typeName(),1,1,2,2
mindustry.game.MapObjectives.MapObjective.validate(),0,1,1,1
mindustry.game.MapObjectives.MapObjectives(),0,1,1,1
mindustry.game.MapObjectives.MapObjectives(Seq<MapObjective>),0,1,1,1
"mindustry.game.MapObjectives.ObjectiveMarker.control(LMarkerControl, double, double, double)",2,2,4,6
mindustry.game.MapObjectives.ObjectiveMarker.draw(float),0,1,1,1
mindustry.game.MapObjectives.ObjectiveMarker.fetchText(String),16,3,6,7
"mindustry.game.MapObjectives.ObjectiveMarker.setText(String, boolean)",0,1,1,1
mindustry.game.MapObjectives.ObjectiveMarker.setTexture(String),0,1,1,1
mindustry.game.MapObjectives.ObjectiveMarker.typeName(),1,1,2,2
mindustry.game.MapObjectives.PointMarker.PointMarker(),0,1,1,1
"mindustry.game.MapObjectives.PointMarker.PointMarker(int, int)",0,1,1,1
"mindustry.game.MapObjectives.PointMarker.PointMarker(int, int, Color)",0,1,1,1
"mindustry.game.MapObjectives.PointMarker.PointMarker(int, int, float, float, Color)",0,1,1,1
"mindustry.game.MapObjectives.PointMarker.control(LMarkerControl, double, double, double)",3,1,3,5
mindustry.game.MapObjectives.PointMarker.draw(float),0,1,1,1
"mindustry.game.MapObjectives.PosMarker.control(LMarkerControl, double, double, double)",6,1,1,5
mindustry.game.MapObjectives.ProduceObjective.ProduceObjective(),0,1,1,1
mindustry.game.MapObjectives.ProduceObjective.ProduceObjective(UnlockableContent),0,1,1,1
mindustry.game.MapObjectives.ProduceObjective.text(),0,1,1,1
mindustry.game.MapObjectives.ProduceObjective.update(),0,1,1,1
mindustry.game.MapObjectives.ProduceObjective.validate(),1,1,1,2
mindustry.game.MapObjectives.QuadMarker.QuadMarker(),1,1,2,2
"mindustry.game.MapObjectives.QuadMarker.control(LMarkerControl, double, double, double)",13,1,8,12
mindustry.game.MapObjectives.QuadMarker.draw(float),1,1,2,2
"mindustry.game.MapObjectives.QuadMarker.setColor(int, double)",2,1,2,3
"mindustry.game.MapObjectives.QuadMarker.setPos(int, double, double)",6,1,2,5
mindustry.game.MapObjectives.QuadMarker.setTexture(String),11,2,5,7
"mindustry.game.MapObjectives.QuadMarker.setUv(int, double, double)",17,2,9,11
"mindustry.game.MapObjectives.QuadMarker.unmap(float, float, float)",1,2,1,2
mindustry.game.MapObjectives.ResearchObjective.ResearchObjective(),0,1,1,1
mindustry.game.MapObjectives.ResearchObjective.ResearchObjective(UnlockableContent),0,1,1,1
mindustry.game.MapObjectives.ResearchObjective.text(),0,1,1,1
mindustry.game.MapObjectives.ResearchObjective.update(),0,1,1,1
mindustry.game.MapObjectives.ResearchObjective.validate(),1,1,1,2
mindustry.game.MapObjectives.ShapeMarker.ShapeMarker(),0,1,1,1
"mindustry.game.MapObjectives.ShapeMarker.ShapeMarker(float, float)",0,1,1,1
"mindustry.game.MapObjectives.ShapeMarker.ShapeMarker(float, float, float, float)",0,1,1,1
"mindustry.game.MapObjectives.ShapeMarker.control(LMarkerControl, double, double, double)",9,1,8,14
mindustry.game.MapObjectives.ShapeMarker.draw(float),7,1,4,4
mindustry.game.MapObjectives.ShapeTextMarker.ShapeTextMarker(),0,1,1,1
"mindustry.game.MapObjectives.ShapeTextMarker.ShapeTextMarker(String, float, float)",0,1,1,1
"mindustry.game.MapObjectives.ShapeTextMarker.ShapeTextMarker(String, float, float, float)",0,1,1,1
"mindustry.game.MapObjectives.ShapeTextMarker.ShapeTextMarker(String, float, float, float, float)",0,1,1,1
"mindustry.game.MapObjectives.ShapeTextMarker.ShapeTextMarker(String, float, float, float, float, float)",0,1,1,1
"mindustry.game.MapObjectives.ShapeTextMarker.ShapeTextMarker(String, float, float, float, float, float, int)",0,1,1,1
"mindustry.game.MapObjectives.ShapeTextMarker.control(LMarkerControl, double, double, double)",6,1,7,14
mindustry.game.MapObjectives.ShapeTextMarker.draw(float),2,2,2,3
"mindustry.game.MapObjectives.ShapeTextMarker.setText(String, boolean)",2,1,2,2
mindustry.game.MapObjectives.TextMarker.TextMarker(),0,1,1,1
"mindustry.game.MapObjectives.TextMarker.TextMarker(String, float, float)",0,1,1,1
"mindustry.game.MapObjectives.TextMarker.TextMarker(String, float, float, float, byte)",0,1,1,1
"mindustry.game.MapObjectives.TextMarker.control(LMarkerControl, double, double, double)",6,1,6,9
mindustry.game.MapObjectives.TextMarker.draw(float),2,2,2,3
"mindustry.game.MapObjectives.TextMarker.setText(String, boolean)",2,1,2,2
mindustry.game.MapObjectives.TextureMarker.TextureMarker(),0,1,1,1
"mindustry.game.MapObjectives.TextureMarker.TextureMarker(String, float, float)",0,1,1,1
"mindustry.game.MapObjectives.TextureMarker.TextureMarker(String, float, float, float, float)",0,1,1,1
"mindustry.game.MapObjectives.TextureMarker.control(LMarkerControl, double, double, double)",6,1,3,7
mindustry.game.MapObjectives.TextureMarker.draw(float),4,2,4,5
mindustry.game.MapObjectives.TextureMarker.setTexture(String),2,2,1,3
mindustry.game.MapObjectives.TimerObjective.TimerObjective(),0,1,1,1
"mindustry.game.MapObjectives.TimerObjective.TimerObjective(String, float)",0,1,1,1
mindustry.game.MapObjectives.TimerObjective.reset(),0,1,1,1
mindustry.game.MapObjectives.TimerObjective.text(),19,4,6,8
mindustry.game.MapObjectives.TimerObjective.update(),0,1,1,1
mindustry.game.MapObjectives.UnitCountObjective.UnitCountObjective(),0,1,1,1
"mindustry.game.MapObjectives.UnitCountObjective.UnitCountObjective(UnitType, int)",0,1,1,1
mindustry.game.MapObjectives.UnitCountObjective.text(),0,1,1,1
mindustry.game.MapObjectives.UnitCountObjective.update(),0,1,1,1
mindustry.game.MapObjectives.UnitCountObjective.validate(),1,1,1,2
mindustry.game.MapObjectives.add(MapObjective...),1,1,2,2
mindustry.game.MapObjectives.any(),0,1,1,1
mindustry.game.MapObjectives.clear(),0,1,1,1
mindustry.game.MapObjectives.each(Cons<? super MapObjective>),0,1,1,1
"mindustry.game.MapObjectives.eachRunning(Boolf<? super MapObjective>, Cons<T>)",1,1,2,2
mindustry.game.MapObjectives.eachRunning(Cons<MapObjective>),0,1,1,1
mindustry.game.MapObjectives.flatten(MapObjective),2,1,2,2
mindustry.game.MapObjectives.get(int),2,1,2,3
mindustry.game.MapObjectives.iterator(),0,1,1,1
"mindustry.game.MapObjectives.lookupRegion(String, TextureRegion)",5,1,3,3
"mindustry.game.MapObjectives.registerLegacyMarker(String, Prov<? extends ObjectiveMarker>)",0,1,1,1
mindustry.game.MapObjectives.registerMarker(Prov<? extends ObjectiveMarker>...),1,1,2,2
mindustry.game.MapObjectives.registerObjective(Prov<? extends MapObjective>...),1,1,2,2
mindustry.game.MapObjectives.update(),3,1,3,3
mindustry.game.Objectives.Objective.build(Table),0,1,1,1
mindustry.game.Objectives.OnPlanet.OnPlanet(),0,1,1,1
mindustry.game.Objectives.OnPlanet.OnPlanet(Planet),0,1,1,1
mindustry.game.Objectives.OnPlanet.complete(),0,1,1,1
mindustry.game.Objectives.OnPlanet.display(),0,1,1,1
mindustry.game.Objectives.OnSector.OnSector(),0,1,1,1
mindustry.game.Objectives.OnSector.OnSector(SectorPreset),0,1,1,1
mindustry.game.Objectives.OnSector.complete(),0,1,1,1
mindustry.game.Objectives.OnSector.display(),0,1,1,1
mindustry.game.Objectives.Produce.Produce(),0,1,1,1
mindustry.game.Objectives.Produce.Produce(UnlockableContent),0,1,1,1
mindustry.game.Objectives.Produce.complete(),0,1,1,1
mindustry.game.Objectives.Produce.display(),1,1,2,2
mindustry.game.Objectives.Research.Research(),0,1,1,1
mindustry.game.Objectives.Research.Research(UnlockableContent),0,1,1,1
mindustry.game.Objectives.Research.complete(),0,1,1,1
mindustry.game.Objectives.Research.display(),2,1,4,4
mindustry.game.Objectives.SectorComplete.SectorComplete(),0,1,1,1
mindustry.game.Objectives.SectorComplete.SectorComplete(SectorPreset),0,1,1,1
mindustry.game.Objectives.SectorComplete.complete(),1,1,3,3
mindustry.game.Objectives.SectorComplete.display(),0,1,1,1
mindustry.game.Rules.TeamRules.get(Team),1,1,1,2
"mindustry.game.Rules.TeamRules.read(Json, JsonValue)",1,1,2,2
mindustry.game.Rules.TeamRules.write(Json),3,1,3,3
mindustry.game.Rules.blockDamage(Team),0,1,1,1
mindustry.game.Rules.blockHealth(Team),0,1,1,1
mindustry.game.Rules.buildRadius(Team),0,1,1,1
mindustry.game.Rules.buildSpeed(Team),0,1,1,1
mindustry.game.Rules.copy(),0,1,1,1
mindustry.game.Rules.hasEnv(int),0,1,1,1
mindustry.game.Rules.isBanned(Block),0,1,1,1
mindustry.game.Rules.isBanned(UnitType),0,1,1,1
mindustry.game.Rules.mode(),5,5,1,5
mindustry.game.Rules.unitBuildSpeed(Team),0,1,1,1
mindustry.game.Rules.unitCost(Team),0,1,1,1
mindustry.game.Rules.unitCrashDamage(Team),0,1,1,1
mindustry.game.Rules.unitDamage(Team),0,1,1,1
mindustry.game.Rules.unitHealth(Team),0,1,1,1
mindustry.game.Rules.unitMineSpeed(Team),0,1,1,1
mindustry.game.Saves.SaveSlot.SaveSlot(Fi),0,1,1,1
mindustry.game.Saves.SaveSlot.cautiousLoad(Runnable),2,1,2,2
mindustry.game.Saves.SaveSlot.delete(),3,1,3,4
mindustry.game.Saves.SaveSlot.exportFile(Fi),1,1,1,2
mindustry.game.Saves.SaveSlot.getBuild(),0,1,1,1
mindustry.game.Saves.SaveSlot.getDate(),0,1,1,1
mindustry.game.Saves.SaveSlot.getMap(),0,1,1,1
mindustry.game.Saves.SaveSlot.getMods(),0,1,1,1
mindustry.game.Saves.SaveSlot.getName(),0,1,1,1
mindustry.game.Saves.SaveSlot.getPlayTime(),1,1,1,2
mindustry.game.Saves.SaveSlot.getSector(),2,1,1,3
mindustry.game.Saves.SaveSlot.getTimestamp(),0,1,1,1
mindustry.game.Saves.SaveSlot.getWave(),0,1,1,1
mindustry.game.Saves.SaveSlot.importFile(Fi),2,1,2,3
mindustry.game.Saves.SaveSlot.index(),0,1,1,1
mindustry.game.Saves.SaveSlot.isAutosave(),0,1,1,1
mindustry.game.Saves.SaveSlot.isHidden(),0,1,1,1
mindustry.game.Saves.SaveSlot.isSector(),0,1,1,1
mindustry.game.Saves.SaveSlot.load(),0,1,1,1
mindustry.game.Saves.SaveSlot.load(WorldContext),1,1,1,2
mindustry.game.Saves.SaveSlot.loadPreviewFile(),0,1,1,1
mindustry.game.Saves.SaveSlot.mode(),0,1,1,1
mindustry.game.Saves.SaveSlot.previewFile(),0,1,1,1
mindustry.game.Saves.SaveSlot.previewTexture(),3,3,4,4
mindustry.game.Saves.SaveSlot.save(),1,1,1,2
mindustry.game.Saves.SaveSlot.savePreview(),3,1,3,3
mindustry.game.Saves.SaveSlot.setAutosave(boolean),0,1,1,1
mindustry.game.Saves.SaveSlot.setName(String),0,1,1,1
mindustry.game.Saves.Saves(),2,1,1,2
mindustry.game.Saves.addSave(String),0,1,1,1
mindustry.game.Saves.deleteAll(),3,1,3,3
mindustry.game.Saves.getCurrent(),0,1,1,1
mindustry.game.Saves.getLastSector(),0,1,1,1
mindustry.game.Saves.getNextSlotFile(),1,1,1,2
mindustry.game.Saves.getSaveSlots(),0,1,1,1
mindustry.game.Saves.getSectorFile(Sector),0,1,1,1
mindustry.game.Saves.getTotalPlaytime(),0,1,1,1
mindustry.game.Saves.importSave(Fi),0,1,1,1
mindustry.game.Saves.isSaving(),0,1,1,1
mindustry.game.Saves.load(),52,1,17,24
mindustry.game.Saves.resetSave(),0,1,1,1
mindustry.game.Saves.saveSector(Sector),1,1,2,2
mindustry.game.Saves.update(),14,1,13,13
